category,type,doc,base_id,doc_status,alt_en,alt_es,alt_ja,cap_en,cap_es,cap_ja
NO-HERO-LIVE,guideArticle,"Beit al-Harrawi",guideArticle.cairo.beit-al-harrawi,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Beit al-Suhaymi",guideArticle.cairo.beit-al-suhaymi,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Beit Zeinab al-Khatoun",guideArticle.cairo.beit-zeinab-al-khatoun,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Ben Ezra Synagogue",guideArticle.cairo.ben-ezra-synagogue,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Church of Saint Barbara",guideArticle.cairo.church-of-saint-barbara,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Church of Saint Sergius and Bacchus (Abu Serga)",guideArticle.cairo.church-of-saint-sergius-and-bacchus-abu-serga,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Church of St Barbara",guideArticle.cairo.church-of-st-barbara,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Church of St. Sergius Bacchus",guideArticle.cairo.church-of-st-sergius-bacchus,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Complex of Sultan al-Ashraf Barsbay",guideArticle.cairo.complex-of-sultan-al-ashraf-barsbay,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Egyptian Museum of Antiquities",guideArticle.cairo.egyptian-museum-of-antiquities,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Egyptian Textile Museum",guideArticle.cairo.egyptian-textile-museum,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"From Al-Azhar to the Citadel: Walking Islamic Cairo",guideArticle.cairo.from-al-azhar-to-the-citadel-walking-islamic-cairo,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Gawhara Terrace and Palace",guideArticle.cairo.gawhara-terrace-and-palace,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Gayer-Anderson Museum",guideArticle.cairo.gayer-anderson-museum,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Hanging Church (al-Mu'allaqa)",guideArticle.cairo.hanging-church-al-mu-allaqa,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Ibn Tulun Citadel",guideArticle.cairo.ibn-tulun-citadel,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Khan Al-Khalili Bazaar",guideArticle.cairo.khan-al-khalili-bazaar,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Khan el-Khalili",guideArticle.cairo.khan-el-khalili,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Khanqah and Mausoleum of Sultan Baybars al-Jashnagir",guideArticle.cairo.khanqah-and-mausoleum-of-sultan-baybars-al-jashnagir,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Khanqah-Mausoleum of Faraj ibn Barquq",guideArticle.cairo.khanqah-mausoleum-of-farag-ibn-barquq,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Khanqah & Mausoleum of Sultan Baybars al-Gashankir",guideArticle.cairo.khanqah-mausoleum-of-sultan-baybars-al-gashankir,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Khayrbek Complex",guideArticle.cairo.khayrbek-complex,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Madrasa and Khanqah of Sultan Barquq",guideArticle.cairo.madrasa-and-khanqah-of-sultan-barquq,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Madrasa and Mausoleum of as-Salih Najm al-Din Ayyub",guideArticle.cairo.madrasa-and-mausoleum-of-as-salih-najm-al-din-ayyub,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Madrasa of al-Nasir Muhammad ibn Qalawun: A Mamluk Madrasa with a Gothic Gate from Acre",guideArticle.cairo.madrasa-of-al-nasir-muhammad-ibn-qalawun-en-2026-05,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Madrassa And Mausoleum of Barquq",guideArticle.cairo.madrassa-and-mausoleum-of-barquq,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Madrassa & Mausoleum of as-Salih Negm El-Din Ayyub",guideArticle.cairo.madrassa-mausoleum-of-as-salih-negm-el-din-ayyub,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Madrassa & Mausoleum of Qalawun",guideArticle.cairo.madrassa-mausoleum-of-qalawun,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Mausoleum Complex of Sultan Qaytbay",guideArticle.cairo.mausoleum-complex-of-sultan-qaytbay,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Mausoleum of Al-Ghouri",guideArticle.cairo.mausoleum-of-al-ghouri,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Midan al-Hussein",guideArticle.cairo.midan-al-hussein,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Mosque-Madrasa of Al-Ghouri",guideArticle.cairo.mosque-madrasa-of-al-ghouri,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Mosque-Madrassa of Al-Ghouri",guideArticle.cairo.mosque-madrassa-of-al-ghouri,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Mosque-Madrasa of Sultan Hassan",guideArticle.cairo.mosque-madrassa-of-sultan-hassan,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Mosque-Madrasa of Umm Sultan Sha'aban",guideArticle.cairo.mosque-madrassa-of-umm-sultan-sha-aban,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Mosque & Madrassa of Umm Sultan Sha’aban",guideArticle.cairo.mosque-madrassa-of-umm-sultan-shaaban,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Mosque of al-Aqmar",guideArticle.cairo.mosque-of-al-aqmar,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Mosque of al-Hakim",guideArticle.cairo.mosque-of-al-hakim,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Mosque of Al-Mu'ayyad Shaykh",guideArticle.cairo.mosque-of-al-mu-ayyad-shaykh,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Mosque of Al-Nasir Mohammed Ben Qalawoon",guideArticle.cairo.mosque-of-al-nasir-mohammed-ben-qalawoon,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Mosque of al-Nasir Muhammad ibn Qalawun: The Mamluk Royal Mosque in the Citadel of Cairo",guideArticle.cairo.mosque-of-al-nasir-muhammad-ibn-qalawun-en-2026-05,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Mosque of Amr ibn al-As",guideArticle.cairo.mosque-of-amr-ibn-al-as,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Mosque of Aslam al-Silahdar",guideArticle.cairo.mosque-of-aslam-al-silahdar,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Mosque of Ibn Tulun",guideArticle.cairo.mosque-of-ibn-tulun,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Mosque of Muhammad Ali",guideArticle.cairo.mosque-of-muhammad-ali,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Mosque of Sayyidna al-Hussein",guideArticle.cairo.mosque-of-sayyidna-al-hussein,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Museo Mevlevi (Mawlawiyya Museum)",guideArticle.cairo.museo-mevlevi-mawlawiyya-museum,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Museum of Islamic Art",guideArticle.cairo.museum-of-islamic-art,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Northern Cemetery",guideArticle.cairo.northern-cemetery,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Northern Enclosure of the Citadel",guideArticle.cairo.northern-enclosure-of-the-citadel,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Northern Walls and Gates of Fatimid Cairo",guideArticle.cairo.northern-walls-and-gates-of-fatimid-cairo,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Roman Towers and Church of Saint George",guideArticle.cairo.roman-towers-and-church-of-saint-george,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Sabil And Kuttab Of Abdel Rahman Katkhuda",guideArticle.cairo.sabil-and-kuttab-of-abdel-rahman-katkhuda,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Sabil-Kuttab of Abd al-Rahman Katkhuda",guideArticle.cairo.sabil-kuttab-of-abd-al-rahman-katkhuda,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Sabil of Muhammad Ali Pasha",guideArticle.cairo.sabil-of-muhammad-ali-pasha,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Sharia al-Muizz li-Din Allah",guideArticle.cairo.sharia-al-muizz-li-din-allah,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Citadel of Saladin",guideArticle.cairo.the-citadel-of-saladin,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Coptic Museum",guideArticle.cairo.the-coptic-museum,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Mosque of Sultan Qaitbey",guideArticle.cairo.the-mosque-of-sultan-qaitbey,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Roman Towers",guideArticle.cairo.the-roman-towers,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Wikala al-Bazar'a",guideArticle.cairo.wikala-al-bazar-a,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Abu Galum Protectorate",guideArticle.dahab.abu-galum-protectorate,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Coloured Canyon",guideArticle.dahab.coloured-canyon,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"How to Get to Dahab",guideArticle.dahab.how-to-go-in-dahab,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Tours and Excursions From Dahab",guideArticle.dahab.tours-in-dahab,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Deir el-Hagar",guideArticle.dakhla-oasis.deir-el-hagar,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Muzawaka Tombs",guideArticle.dakhla-oasis.muzawaka-tombs,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Temple Of Horus At Edfu",guideArticle.edfu.edfu-temple,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Elkab",guideArticle.edfu.elkab,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Tours And Excursions From Edfu",guideArticle.edfu.tours-in-edfu,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Temple Of Khnum, Esna",guideArticle.esna.the-temple-of-khnum-at-esna,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Badr's Museum",guideArticle.farafra-oasis.badr-museum,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Crystal Mountain And Aqabat Valley",guideArticle.farafra-oasis.crystal-mountain-and-aqabat,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"El-Qaf",guideArticle.farafra-oasis.el-qaf,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Fortress Of Farafra",guideArticle.farafra-oasis.fortress,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Getting Around Farafra Oasis",guideArticle.farafra-oasis.getting-around-in-farafra-oasis,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Ghard Abu Muharrik And The Sand Volcano",guideArticle.farafra-oasis.ghard-abu-muharrik-and-the-sand-volcano,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Hidden Valley And The New White Desert",guideArticle.farafra-oasis.hidden-valley-and-the-new-white-desert,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Getting To Farafra Oasis",guideArticle.farafra-oasis.how-to-go-in-farafra-oasis,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Off-Road From Farafra To Dakhla",guideArticle.farafra-oasis.off-road-farafra-to-dakhla,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Palm Groves Of Farafra",guideArticle.farafra-oasis.palm-groves,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Qasr Al-Farafra",guideArticle.farafra-oasis.qasr-al-farafra,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Road To Dakhla",guideArticle.farafra-oasis.road-to-dakhla,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Things To Do In Farafra Oasis",guideArticle.farafra-oasis.things-to-do-in-farafra-oasis,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Where To Stay In Farafra Oasis",guideArticle.farafra-oasis.top-hotels-in-farafra-oasis,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Farafra Oasis Weather And Best Time To Visit",guideArticle.farafra-oasis.weather-in-farafra-oasis,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"White Desert National Park",guideArticle.farafra-oasis.white-desert-national-park,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Abusir Necropolis",guideArticle.giza.abusir-necropolis,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Pyramid of Nyuserre",guideArticle.giza.abusir-pyramid-of-niuserre,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Bubastis (Tell Basta)",guideArticle.giza.bubastis-tell-basta,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Dahshur Necropolis",guideArticle.giza.dahshur-necropolis,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Imhotep Museum At Saqqara",guideArticle.giza.imhotep-museum-at-saqqara,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Lepsius XXIV",guideArticle.giza.lepsius-xxiv-abusir,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Lepsius XXV / The Double Pyramid",guideArticle.giza.lepsius-xxv-abusir,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Mastaba of Ptahshepses",guideArticle.giza.mastaba-of-ptahshepses-at-abusir,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Memphis (Mit Rahina)",guideArticle.giza.memphis-mit-rahina,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Mit Rahina Museum",guideArticle.giza.mit-rahina-museum,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Pyramid Of Djedefre At Abu Rawash",guideArticle.giza.pyramid-of-djedefre-at-abu-rawash,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Pyramid Of Khafre",guideArticle.giza.pyramid-of-khafre,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Pyramid of Khentkaus II",guideArticle.giza.pyramid-of-khentkaus-ii-at-abusir,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Pyramid Of Menkaure",guideArticle.giza.pyramid-of-menkaure,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Pyramid of Neferefre / Raneferef",guideArticle.giza.pyramid-of-neferefre-at-abusir,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Pyramid of Neferirkare",guideArticle.giza.pyramid-of-neferirkare-at-abusir,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Pyramid of Sahure",guideArticle.giza.pyramid-of-sahure-at-abusir,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Pyramids Of Zawyet El-Aryan",guideArticle.giza.pyramids-of-zawyet-el-aryan,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Tanis (San Al-Hagar)",guideArticle.giza.tanis-san-al-hagar,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Bent Pyramid Of Sneferu",guideArticle.giza.the-bent-pyramid-of-sneferu,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Black Pyramid",guideArticle.giza.the-black-pyramid,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Giza Plateau",guideArticle.giza.the-giza-plateau,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Great Pyramid Of Khufu",guideArticle.giza.the-great-pyramid-of-khufu,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Great Sphinx",guideArticle.giza.the-great-sphinx,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Layer Pyramid Of Khaba At Zawyet El-Aryan",guideArticle.giza.the-layer-pyramid-of-khaba-at-zawyet-el-aryan,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Red Pyramid Of Sneferu",guideArticle.giza.the-red-pyramid-of-sneferu,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Saqqara Necropolis",guideArticle.giza.the-saqqara-necropolis,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Solar Boat Of Khufu",guideArticle.giza.the-solar-boat-of-khufu,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Unfinished Pyramid At Zawyet El-Aryan",guideArticle.giza.the-unfinished-pyramid-at-zawyet-el-aryan,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The White Pyramid Of Amenemhat II",guideArticle.giza.the-white-pyramid-of-amenemhat-ii,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Tomb Of General Horemheb At Saqqara",guideArticle.giza.tomb-of-general-horemheb-at-saqqara,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Tomb Of Mereruka At Saqqara",guideArticle.giza.tomb-of-mereruka-at-saqqara,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Top Tours In Giza",guideArticle.giza.tours-in-giza,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Unfinished Pyramid of Shepseskare",guideArticle.giza.unfinished-pyramid-of-shepseskare-at-abusir,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Events in Giza",guideArticle.giza.upcoming-events-in-giza,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Abu Nuhas Shipwreck Sites",guideArticle.hurghada.abu-nuhas-shipwreck-sites,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Only in Hurghada",guideArticle.hurghada.only-in-hurghada,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Straits of Gubal",guideArticle.hurghada.straits-of-gubal,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Events in Hurghada",guideArticle.hurghada.upcoming-events-in-hurghada,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Cemetery Of El-Bagawat",guideArticle.kharga-oasis.cemetery-of-el-bagawat,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Fortress And Temple At Nadura",guideArticle.kharga-oasis.fortress-and-temple-at-nadura,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Hibis Temple",guideArticle.kharga-oasis.hibis-temple,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Kharga Cultural Museum",guideArticle.kharga-oasis.kharga-cultural-museum,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Qasr El-Ghueita",guideArticle.kharga-oasis.qasr-el-ghueita,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Tours And Itineraries In Kharga Oasis",guideArticle.kharga-oasis.tours-in-kharga-oasis,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Gebel El-Silsila",guideArticle.kom-ombo.gebel-el-silsila,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Khnum Temple",guideArticle.kom-ombo.khnum-temple,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Only In Kom Ombo",guideArticle.kom-ombo.only-in-kom-ombo,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Speos Of Horemheb",guideArticle.kom-ombo.speos-of-horemheb,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Temple Of Kom Ombo",guideArticle.kom-ombo.the-temple-of-kom-ombo,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Deir el-Medina",guideArticle.luxor.deir-el-madina,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"El-Assasif",guideArticle.luxor.el-assasif,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"El-Khokha",guideArticle.luxor.el-khokha,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Medinet Habu",guideArticle.luxor.madinat-habu-temple,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Only in Luxor",guideArticle.luxor.only-in-luxor,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Ramesseum",guideArticle.luxor.ramesseum,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Sheikh Abd el-Qurna",guideArticle.luxor.sheikh-abd-el-qurna,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Colossi of Memnon",guideArticle.luxor.the-colossi-of-memnon,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Luxor Museum",guideArticle.luxor.the-luxor-museum,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Luxor Temple",guideArticle.luxor.the-luxor-temple,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Mortuary Temple of Queen Hatshepsut",guideArticle.luxor.the-mortuary-temple-of-queen-hatshepsut,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Valley of the Kings",guideArticle.luxor.valley-of-the-kings,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Valley of the Queens",guideArticle.luxor.valley-of-the-queens,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Abu Dabbab Beach",guideArticle.marsa-alam.abu-dabbab-beach,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Camel Market at Shalateen",guideArticle.marsa-alam.camel-market-at-shalateen,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Hamata Islands",guideArticle.marsa-alam.hamata-islands,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Port Ghalib Marina",guideArticle.marsa-alam.port-ghalib-marina,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Sataya Reef",guideArticle.marsa-alam.sataya-reef,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Sharm El Luli",guideArticle.marsa-alam.sharm-el-luli,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Wadi El Gemal National Park",guideArticle.marsa-alam.wadi-el-gemal-national-park,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Places in Marsa Matruh",guideArticle.marsa-matruh.places-in-marsa-matruh,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Nuweiba History",guideArticle.nuweiba.nuweiba-historical-overview,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Tours and Excursions from Nuweiba",guideArticle.nuweiba.tours-in-nuweiba,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Getting to Port Said",guideArticle.port-said.how-to-go-in-port-said,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Port Said Military Museum",guideArticle.port-said.military-museum,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Tours in Port Said",guideArticle.port-said.tours-in-port-said,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Chapel of the Disc",guideArticle.qena.chapel-of-the-disc,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Cleopatra and Caesarion",guideArticle.qena.cleopatra-and-caesarion,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Dendera Village",guideArticle.qena.dendera-village,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Dendera Zodiac and the Osiris Chapels",guideArticle.qena.dendera-zodiac-and-the-osiris-chapels,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Hathor and Bes",guideArticle.qena.hathor-and-bes,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Hypostyle Hall and Ceiling",guideArticle.qena.hypostyle-hall-and-ceiling,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Nectanebo Mammisi",guideArticle.qena.nectanebo-mammisi,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Roman Mammisi",guideArticle.qena.roman-mammisi,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Temple of Dendera",guideArticle.qena.the-temple-of-dendera,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Temple of Hathor",guideArticle.qena.the-temple-of-hathor,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Temple Precinct",guideArticle.qena.the-temple-precinct,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Tours and Excursions from Qena",guideArticle.qena.tours-in-qena,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Places in Ras Sudr",guideArticle.ras-sudr.places-in-ras-sudr,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Food in Rosetta (Rasheed)",guideArticle.rosetta-rasheed.food-in-rosetta-rasheed,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Getting Around Rosetta (Rasheed)",guideArticle.rosetta-rasheed.getting-around-in-rosetta-rasheed,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Getting to Rosetta (Rasheed)",guideArticle.rosetta-rasheed.how-to-go-in-rosetta-rasheed,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Only in Rosetta: The Place Behind the Stone",guideArticle.rosetta-rasheed.only-in-rosetta-rasheed,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Places to Go in Rosetta (Rasheed)",guideArticle.rosetta-rasheed.places-in-rosetta,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Rosetta (Rasheed) History",guideArticle.rosetta-rasheed.rosetta-rasheed-historical-overview,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Things to Do in Rosetta (Rasheed)",guideArticle.rosetta-rasheed.things-to-do-in-rosetta-rasheed,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Where to Stay in Rosetta (Rasheed)",guideArticle.rosetta-rasheed.top-hotels-in-rosetta-rasheed,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Tours in Rosetta (Rasheed)",guideArticle.rosetta-rasheed.tours-in-rosetta-rasheed,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Rosetta Weather and Best Time to Visit",guideArticle.rosetta-rasheed.weather-in-rosetta-rasheed,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Places in Safaga",guideArticle.safaga.places-in-safaga,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Fatimid Mosque at Saint Catherine's Monastery",guideArticle.saint-catherine.fatimid-mosque,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"The Library of Saint Catherine's Monastery",guideArticle.saint-catherine.library-of-the-monastery,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Mount Sinai: Jebel Musa",guideArticle.saint-catherine.mount-sinai-jebel-musa,published,-,-,-,-,-,-
NO-HERO-LIVE,guideArticle,"Saint Catherine's Monastery",guideArticle.saint-catherine.saint-catherine-monastery,published,-,-,-,-,-,-
